entry_time,exit_time,symbol,side,qty,entry_price,exit_price,gross_pnl,entry_cost,exit_cost,net_pnl,return_pct,hold_days
2005-01-25 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,289,86.478,84.817,-480.0290000000004,0.0,0.0,-480.0290000000004,-0.019207197206225875,182
2005-02-07 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,215,86.874,84.817,-442.25500000000045,0.0,0.0,-442.25500000000045,-0.02367797039390384,169
2005-02-24 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,164,85.51,84.817,-113.65200000000198,0.0,0.0,-113.65200000000198,-0.008104315284762156,152
2005-03-09 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,124,84.879,84.817,-7.688000000001466,0.0,0.0,-7.688000000001466,-0.0007304515840197436,139
2005-03-25 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,94,83.885,84.817,87.60799999999887,0.0,0.0,87.60799999999887,0.011110448828753507,123
2005-04-01 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,71,83.444,84.817,97.48299999999932,0.0,0.0,97.48299999999932,0.0164541488902736,116
2005-04-05 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,53,83.242,84.817,83.4749999999994,0.0,0.0,83.4749999999994,0.018920737127892034,112
2005-05-05 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,40,82.712,84.817,84.19999999999959,0.0,0.0,84.19999999999959,0.02544975336105994,82
2005-05-17 00:00:00+00:00,2005-07-26 00:00:00+00:00,IAM,LONG,31,82.261,84.817,79.23599999999992,0.0,0.0,79.23599999999992,0.031071832338532203,70
2005-12-07 00:00:00+00:00,2006-01-05 00:00:00+00:00,IAM,LONG,251,98.863,101.774,730.6610000000003,0.0,0.0,730.6610000000003,0.029444787230814368,29
2005-12-14 00:00:00+00:00,2006-01-05 00:00:00+00:00,IAM,LONG,190,97.688,101.774,776.3399999999997,0.0,0.0,776.3399999999997,0.04182704119236752,22
2006-03-17 00:00:00+00:00,2006-04-13 00:00:00+00:00,IAM,LONG,194,129.488,139.69,1979.1879999999996,0.0,0.0,1979.1879999999996,0.07878722352650437,27
2006-05-18 00:00:00+00:00,2006-08-28 00:00:00+00:00,IAM,LONG,184,139.062,123.452,-2872.2400000000025,0.0,0.0,-2872.2400000000025,-0.11225208899627513,102
