entry_time,exit_time,symbol,side,qty,entry_price,exit_price,gross_pnl,entry_cost,exit_cost,net_pnl,return_pct,hold_days
2023-02-03 00:00:00+00:00,2023-02-24 00:00:00+00:00,tgc,LONG,65,97.0,91.31,-369.84999999999985,0.208065,0.19585995000000006,-370.2539249499998,-0.05872385804123709,21
2023-02-03 00:00:00+00:00,2023-05-08 00:00:00+00:00,tgc,LONG,108,97.0,77.8,-2073.6000000000004,0.345708,0.2772792,-2074.2229872000003,-0.19799761237113406,94
2023-02-03 00:00:00+00:00,2023-08-23 00:00:00+00:00,tgc,LONG,81,97.0,106.1,737.0999999999996,0.25928100000000004,0.2836053,736.5571136999996,0.09374533711340201,201
2023-02-03 00:00:00+00:00,2024-01-31 00:00:00+00:00,tgc,LONG,3,97.0,95.0,-6.0,0.009602999999999973,0.009405000000000002,-6.019008,-0.020683876288659794,362
2023-04-07 00:00:00+00:00,2024-01-31 00:00:00+00:00,tgc,LONG,108,85.28,95.0,1049.7599999999998,0.3039379200000001,0.33858000000000005,1049.1174820799997,0.11390772467166976,299
2023-04-07 00:00:00+00:00,2024-03-29 00:00:00+00:00,tgc,LONG,126,85.28,100.2,1879.9200000000003,0.35459424000000006,0.4166316000000001,1879.1487741600001,0.1748813222326454,357
2023-04-07 00:00:00+00:00,2024-09-11 00:00:00+00:00,tgc,LONG,3,85.28,89.9,13.860000000000014,0.008442720000000015,0.008900100000000001,13.842657180000014,0.05410669629455915,523
2023-12-08 00:00:00+00:00,2024-09-11 00:00:00+00:00,tgc,LONG,135,95.8,89.9,-796.4999999999989,0.42678900000000003,0.40050450000000004,-797.3272934999989,-0.061650606471816194,278
2023-12-08 00:00:00+00:00,2024-10-14 00:00:00+00:00,tgc,LONG,67,95.8,91.4,-294.79999999999944,0.2118138,0.20208540000000008,-295.21389919999945,-0.04599350313152393,311
2024-02-23 00:00:00+00:00,2024-10-14 00:00:00+00:00,tgc,LONG,37,100.1,91.4,-321.8999999999996,0.12222210000000001,0.11159940000000004,-322.13382149999956,-0.08697621878121867,234
2024-02-23 00:00:00+00:00,2025-03-13 00:00:00+00:00,tgc,LONG,128,100.1,105.0,627.2000000000007,0.4228224000000001,0.4435200000000001,626.3336576000007,0.048883433566433626,384
2024-02-23 00:00:00+00:00,2025-03-27 00:00:00+00:00,tgc,LONG,7,100.1,113.55,94.15000000000002,0.023123100000000008,0.026230050000000005,94.10064685000002,0.13429520029970035,398
2024-06-28 00:00:00+00:00,2025-03-27 00:00:00+00:00,tgc,LONG,89,91.5,113.55,1962.4499999999998,0.26873550000000007,0.33349635000000005,1961.8477681499999,0.24090965409836063,272
2024-06-28 00:00:00+00:00,2025-08-19 00:00:00+00:00,tgc,LONG,86,91.5,120.0,2451.0,0.2596770000000001,0.3405600000000001,2450.399763,0.311399131147541,417
2025-01-07 00:00:00+00:00,2025-08-19 00:00:00+00:00,tgc,LONG,28,87.98,120.0,896.56,0.08129352000000001,0.11088000000000002,896.36782648,0.3638683412139122,224
2025-01-07 00:00:00+00:00,2025-09-11 00:00:00+00:00,tgc,LONG,85,87.98,123.0,2976.7,0.2467839,0.34501500000000007,2976.1082011,0.39796587474426004,247
2025-01-07 00:00:00+00:00,2026-01-26 00:00:00+00:00,tgc,LONG,86,87.98,109.95,1889.4199999999998,0.24968724000000003,0.3120381,1888.8582746599998,0.24964160388724704,384
2025-07-04 00:00:00+00:00,2026-01-26 00:00:00+00:00,tgc,LONG,56,113.65,109.95,-207.20000000000016,0.21002520000000005,0.2031876,-207.61321280000016,-0.032621018917729894,206
