entry_time,exit_time,symbol,side,qty,entry_price,exit_price,gross_pnl,entry_cost,exit_cost,net_pnl,return_pct,hold_days
2023-01-24 00:00:00+00:00,2023-03-13 00:00:00+00:00,msa,LONG,123,204.0,210.0,738.0,0.8280360000000002,0.8523900000000002,736.319574,0.02934479411764706,48
2023-01-24 00:00:00+00:00,2023-04-03 00:00:00+00:00,msa,LONG,122,204.0,219.0,1830.0,0.821304,0.8816940000000002,1828.297002,0.07346098529411765,69
2023-01-24 00:00:00+00:00,2023-04-12 00:00:00+00:00,msa,LONG,122,204.0,217.05,1592.1000000000013,0.8213039999999999,0.8738433000000002,1590.4048527000011,0.0639024772058824,78
2023-01-24 00:00:00+00:00,2023-04-20 00:00:00+00:00,msa,LONG,122,204.0,218.0,1708.0,0.821304,0.8776680000000001,1706.3010279999999,0.0685591862745098,86
2023-01-24 00:00:00+00:00,2023-06-09 00:00:00+00:00,msa,LONG,1,204.0,242.05,38.05000000000001,0.006732000000000071,0.007987650000000002,38.035280350000015,0.18644745269607851,136
2023-03-28 00:00:00+00:00,2023-06-09 00:00:00+00:00,msa,LONG,118,219.0,242.05,2719.9000000000015,0.8527860000000002,0.9425427000000003,2718.1046713000014,0.10518166826484024,73
2023-04-06 00:00:00+00:00,2023-06-09 00:00:00+00:00,msa,LONG,2,216.0,242.05,52.10000000000002,0.014256000000000005,0.015975300000000005,52.06976870000002,0.12053187199074078,64
2023-04-06 00:00:00+00:00,2023-08-09 00:00:00+00:00,msa,LONG,118,216.0,267.5,6077.0,0.8411040000000001,1.0416450000000002,6075.117251,0.23835205787037037,125
2023-04-06 00:00:00+00:00,2023-10-27 00:00:00+00:00,msa,LONG,3,216.0,270.5,163.5,0.02138400000000007,0.026779500000000005,163.45183649999998,0.2522404884259259,204
2023-04-18 00:00:00+00:00,2023-10-27 00:00:00+00:00,msa,LONG,116,218.1,270.5,6078.400000000001,0.8348868,1.0354740000000002,6076.5296392,0.24018283447959654,192
