entry_time,exit_time,symbol,side,qty,entry_price,exit_price,gross_pnl,entry_cost,exit_cost,net_pnl,return_pct,hold_days
2023-01-05 00:00:00+00:00,2023-02-10 00:00:00+00:00,bcp,LONG,111,225.0,229.5,499.5,0.8241750000000001,0.8406585000000001,497.83516649999996,0.019933339999999997,36
2023-01-05 00:00:00+00:00,2023-02-27 00:00:00+00:00,bcp,LONG,84,225.0,240.0,1260.0,0.6236999999999999,0.6652800000000001,1258.71102,0.06659846666666666,53
2023-01-05 00:00:00+00:00,2023-05-17 00:00:00+00:00,bcp,LONG,111,225.0,230.05,560.5500000000013,0.8241750000000001,0.8426731500000002,558.8831518500014,0.02237770377777783,132
2023-01-05 00:00:00+00:00,2023-06-28 00:00:00+00:00,bcp,LONG,84,225.0,255.0,2520.0,0.6237,0.70686,2518.66944,0.13326293333333333,174
2023-01-05 00:00:00+00:00,2023-10-06 00:00:00+00:00,bcp,LONG,54,225.0,280.0,2970.0,0.40095000000000003,0.49896000000000007,2969.10009,0.24437037777777776,274
2023-04-03 00:00:00+00:00,2023-10-06 00:00:00+00:00,bcp,LONG,9,230.0,280.0,450.0,0.06831000000000001,0.08316000000000001,449.84853,0.2173181304347826,186
2023-04-03 00:00:00+00:00,2023-11-22 00:00:00+00:00,bcp,LONG,47,230.0,266.5,1715.5,0.35673,0.4133415000000001,1714.7299285000001,0.15862441521739132,233
2023-04-03 00:00:00+00:00,2024-01-10 00:00:00+00:00,bcp,LONG,35,230.0,282.0,1820.0,0.26565,0.32571000000000006,1819.4086399999999,0.2260134956521739,282
2023-04-03 00:00:00+00:00,2024-07-11 00:00:00+00:00,bcp,LONG,26,230.0,300.05,1821.3000000000002,0.19734000000000002,0.25744290000000003,1820.8452171000004,0.3044891667391305,465
2023-04-03 00:00:00+00:00,2024-07-15 00:00:00+00:00,bcp,LONG,20,230.0,306.0,1520.0,0.1518,0.20196000000000003,1519.6462399999998,0.33035787826086954,469
2023-04-03 00:00:00+00:00,2024-11-11 00:00:00+00:00,bcp,LONG,58,230.0,298.0,3944.0,0.44022,0.5703720000000001,3942.989408,0.29557641739130436,588
2024-09-12 00:00:00+00:00,2024-11-11 00:00:00+00:00,bcp,LONG,42,299.5,298.0,-63.0,0.415107,0.41302800000000006,-63.828134999999996,-0.005074181969949916,60
2024-09-12 00:00:00+00:00,2025-02-21 00:00:00+00:00,bcp,LONG,2,299.5,280.0,-39.0,0.019767000000000003,0.018480000000000003,-39.038247,-0.06517236560934891,162
2024-09-12 00:00:00+00:00,2025-04-10 00:00:00+00:00,bcp,LONG,13,299.5,278.0,-279.5,0.12848550000000003,0.11926200000000003,-279.7477475,-0.07184994156928214,210
2024-09-12 00:00:00+00:00,2025-05-23 00:00:00+00:00,bcp,LONG,97,299.5,274.0,-2473.5,0.9586995000000001,0.8770740000000001,-2475.3357735,-0.08520509348914858,253
2024-09-12 00:00:00+00:00,2025-06-05 00:00:00+00:00,bcp,LONG,72,299.5,302.5,216.0,0.7116120000000001,0.7187400000000002,214.569648,0.009950363939899834,266
