Strategy,CAGR,PnL,Total Return,# Trades,Win %,Max Drawdown,Sharpe,Signal Date,Signal,Signal (-1/0/+1),Best Params
sma_price (best),1.0429161151109927,782115.4685302499,7.821154685302515,203,71.92118226600985,-0.23712892345499847,3.085320414189053,2026-02-10,SELL,-1,"{""portfolio"": {""buy_pct_cash"": 1.0, ""cooldown_bars"": 0, ""min_return_before_sell"": 0.0, ""rebalance_policy"": ""on_change"", ""sell_pct_shares"": 0.25, ""sizing_mode"": ""pct_cash_shares""}, ""strategy"": {""window"": 5}}"
macd (best),0.9675433644851448,686627.87983036,6.866278798303605,30,86.66666666666667,-0.24784892571835737,2.8846752698794598,2026-02-10,SELL,-1,"{""portfolio"": {""buy_pct_cash"": 1.0, ""cooldown_bars"": 0, ""min_return_before_sell"": 0.0, ""rebalance_policy"": ""on_change"", ""sell_pct_shares"": 0.25, ""sizing_mode"": ""pct_cash_shares""}, ""strategy"": {""macd_fast_window"": 26, ""macd_signal_window"": 20, ""macd_slow_window"": 30}}"
buy_hold,0.46544232838403343,219360.0,2.2048629913756974,0,,-0.211045822781864,2.043380960629069,2026-02-10,HOLD,0,"{""buy_pct_cash"": 1.0}"
bollinger (best),0.2922679196408644,116033.72364445003,1.1845409619193936,36,94.44444444444444,-0.1782651804217057,1.3152161742361268,2026-02-10,HOLD,0,"{""portfolio"": {""buy_pct_cash"": 1.0, ""cooldown_bars"": 0, ""min_return_before_sell"": 0.0, ""rebalance_policy"": ""on_change"", ""sell_pct_shares"": 0.25, ""sizing_mode"": ""pct_cash_shares""}, ""strategy"": {""bb_k"": 2.0, ""bb_window"": 10}}"
rsi (best),0.20461898572393333,74799.34105869003,0.7635959669802022,51,90.19607843137256,-0.1881589868839293,0.9626813231593462,2026-02-10,BUY,1,"{""portfolio"": {""buy_pct_cash"": 1.0, ""cooldown_bars"": 0, ""min_return_before_sell"": 0.0, ""rebalance_policy"": ""on_change"", ""sell_pct_shares"": 0.25, ""sizing_mode"": ""pct_cash_shares""}, ""strategy"": {""rsi_overbought"": 60.0, ""rsi_oversold"": 30.0, ""rsi_window"": 7}}"
